speaker;sex;groupe;level;phase;combinaison;contexte;release;type;position;type2;bef.aft;group2;pairesManque
arthur;m;control;L2;sentmed;tt;can't talk;U;hom;antbis;pair;before;control1;
arthur;m;control;L2;sentmed;tt;can't turn;U;hom;antbis;pair;before;control1;
arthur;m;control;L2;sentmed;tp;can't park;U;heter;antbis;pair;before;control1;
arthur;m;control;L2;sentmed;tp;can't put;U;heter;antbis;pair;before;control1;
arthur;m;control;L2;sentmed;tk;can't cook;U;heter;antpost;pair;before;control1;
arthur;m;control;L2;sentmed;tk;can't come;U;heter;antpost;pair;before;control1;
arthur;m;control;L2;words;pp;tap pan;U;hom;antbis;pair;after;control2;
arthur;m;control;L2;words;tp;that pan;U;heter;antbis;pair;after;control2;
arthur;m;control;L2;words;kp;black pan;U;heter;postant;pair;after;control2;
arthur;m;control;L2;words;pt;tap tap;U;heter;antbis;pair;after;control2;
arthur;m;control;L2;words;tt;that tap;U;hom;antbis;pair;after;control2;
arthur;m;control;L2;words;kt;black tap;U;heter;postant;pair;after;control2;
arthur;m;control;L2;words;pk;lap cat;R;heter;antpost;pair;after;control2;
arthur;m;control;L2;words;tk;that cat;R;heter;antpost;pair;after;control2;
arthur;m;control;L2;words;kk;black cat;U;hom;postbis;pair;after;control2;
arthur;m;control;L2;words;p;a trap ;R;fin;ant;final;after;control2;
arthur;m;control;L2;words;t;a mat;U;fin;ant;final;after;control2;
arthur;m;control;L2;words;k;a hack;R;fin;post;final;after;control2;
arthur;m;control;L2;words;p;a hip ;U;fin;ant;final;after;control2;
arthur;m;control;L2;words;t;a hit;R;fin;ant;final;after;control2;
arthur;m;control;L2;words;k;a hick ;R;fin;post;final;after;control2;
arthur;m;control;L2;words;p;a sap;U;fin;ant;final;after;control2;
arthur;m;control;L2;words;t;a sat;R;fin;ant;final;after;control2;
arthur;m;control;L2;words;k;a sack;R;fin;post;final;after;control2;
