speaker;sex;groupe;level;phase;combinaison;contexte;release;type;position;type2;bef.aft;group2;pairesManque
dalida;f;control;L2;sentfinal;p;to stop ;R;fin;ant;final;after;control2;
dalida;f;control;L2;sentfinal;p;a mop ;R;fin;ant;final;after;control2;
dalida;f;control;L2;sentfinal;k;to pack;R;fin;post;final;after;control2;
dalida;f;control;L2;sentmed;tt;that table;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tt;that tree;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tp;that pun;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tp;that park;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tk;that customer;U;heter;antpost;pair;after;control2;
dalida;f;control;L2;sentmed;tk;that cookie;U;heter;antpost;pair;after;control2;
dalida;f;control;L2;sentmed;pp;stop playing;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;pt;stop talking;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;pt;stop telling;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;pk;stop cooking;U;heter;antpost;pair;after;control2;
dalida;f;control;L2;sentmed;pk;stop caring;U;heter;antpost;pair;after;control2;
dalida;f;control;L2;sentmed;kk;like cakes;U;hom;postbis;pair;after;control2;
dalida;f;control;L2;sentmed;kk;like cooking;U;hom;postbis;pair;after;control2;
dalida;f;control;L2;sentmed;kt;like talking;U;heter;postant;pair;after;control2;
dalida;f;control;L2;sentmed;kt;like teapots;U;heter;postant;pair;after;control2;
dalida;f;control;L2;sentmed;kp;like playing;U;heter;postant;pair;after;control2;
dalida;f;control;L2;sentmed;kp;like poker;U;heter;postant;pair;after;control2;
dalida;f;control;L2;sentmed;tt;can't talk;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tt;can't turn;U;hom;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tp;can't park;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tp;can't put;U;heter;antbis;pair;after;control2;
dalida;f;control;L2;sentmed;tk;can't cook;U;heter;antpost;pair;after;control2;
dalida;f;control;L2;sentmed;tk;can't come;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;words;pp;tap pan;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;words;tp;that pan;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;words;kp;black pan;U;heter;postant;pair;before;control1;manque
eliane;f;control;L2;words;pt;tap tap;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;words;tt;that tap;R;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;words;kt;black tap;R;heter;postant;pair;before;control1;manque
eliane;f;control;L2;words;pk;lap cat;R;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;words;tk;that cat;U;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;words;kk;black cat;U;hom;postbis;pair;before;control1;manque
eliane;f;control;L2;words;p;a Trap;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;t;A Mat;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;k;A hack;R;fin;post;final;before;control1;manque
eliane;f;control;L2;words;p;A hip;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;t;A hit;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;k;A hick;R;fin;post;final;before;control1;manque
eliane;f;control;L2;words;p;A sap ;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;t;A sat;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;words;k;A sack;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;last night;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;tonight;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;alright;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;things right;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;wanna fight;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;gonna fight;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;rat;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;sat;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;seat;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;met;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;rap;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;map;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;sip;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;clip;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;mac;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;pack;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;Nick;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;dick;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;done it;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;t;said that;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;they lack;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;to stop ;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;p;a mop ;R;fin;ant;final;before;control1;manque
eliane;f;control;L2;sentfinal;k;to pack;R;fin;post;final;before;control1;manque
eliane;f;control;L2;sentmed;tt;that table;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tt;that tree;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tp;that pun;R;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tp;that park;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tk;that customer;U;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;sentmed;tk;that cookie;U;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;sentmed;pp;stop playing;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;pt;stop talking;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;pt;stop telling;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;pk;stop cooking;U;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;sentmed;pk;stop caring;U;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;sentmed;kk;like cakes;U;hom;postbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;kk;like cooking;U;hom;postbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;kt;like talking;U;heter;postant;pair;before;control1;manque
eliane;f;control;L2;sentmed;kt;like teapots;U;heter;postant;pair;before;control1;manque
eliane;f;control;L2;sentmed;kp;like playing;U;heter;postant;pair;before;control1;manque
eliane;f;control;L2;sentmed;kp;like poker;U;heter;postant;pair;before;control1;manque
eliane;f;control;L2;sentmed;tt;can't talk;U;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tt;can't turn;R;hom;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tp;can't park;R;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tp;can't put;U;heter;antbis;pair;before;control1;manque
eliane;f;control;L2;sentmed;tk;can't cook;R;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;sentmed;tk;can't come;R;heter;antpost;pair;before;control1;manque
eliane;f;control;L2;words;pp;tap pan;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;words;tp;that pan;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;words;kp;black pan;U;heter;postant;pair;after;control2;
eliane;f;control;L2;words;pt;tap tap;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;words;tt;that tap;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;words;kt;black tap;R;heter;postant;pair;after;control2;
eliane;f;control;L2;words;pk;lap cat;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;words;tk;that cat;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;words;kk;black cat;R;hom;postbis;pair;after;control2;
eliane;f;control;L2;words;p;a Trap;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;t;A Mat;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;k;A hack;R;fin;post;final;after;control2;
eliane;f;control;L2;words;p;A hip;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;t;A hit;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;k;A hick;R;fin;post;final;after;control2;
eliane;f;control;L2;words;p;A sap ;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;t;A sat;R;fin;ant;final;after;control2;
eliane;f;control;L2;words;k;A sack;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;t;last night;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;tonight;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;alright;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;things right;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;wanna fight;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;gonna fight;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;rat;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;sat;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;seat;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;met;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;p;rap;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;p;map;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;p;sip;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;p;clip;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;k;mac;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;k;pack;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;k;Nick;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;k;dick;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;t;done it;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;t;said that;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;k;they lack;R;fin;post;final;after;control2;
eliane;f;control;L2;sentfinal;p;to stop ;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;p;a mop ;R;fin;ant;final;after;control2;
eliane;f;control;L2;sentfinal;k;to pack;R;fin;post;final;after;control2;
eliane;f;control;L2;sentmed;tt;that table;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tt;that tree;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tp;that pun;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tp;that park;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tk;that customer;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;sentmed;tk;that cookie;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;sentmed;pp;stop playing;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;pt;stop talking;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;pt;stop telling;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;pk;stop cooking;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;sentmed;pk;stop caring;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;sentmed;kk;like cakes;U;hom;postbis;pair;after;control2;
eliane;f;control;L2;sentmed;kk;like cooking;U;hom;postbis;pair;after;control2;
eliane;f;control;L2;sentmed;kt;like talking;U;heter;postant;pair;after;control2;
eliane;f;control;L2;sentmed;kt;like teapots;U;heter;postant;pair;after;control2;
eliane;f;control;L2;sentmed;kp;like playing;U;heter;postant;pair;after;control2;
eliane;f;control;L2;sentmed;kp;like poker;U;heter;postant;pair;after;control2;
eliane;f;control;L2;sentmed;tt;can't talk;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tt;can't turn;U;hom;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tp;can't park;U;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tp;can't put;R;heter;antbis;pair;after;control2;
eliane;f;control;L2;sentmed;tk;can't cook;U;heter;antpost;pair;after;control2;
eliane;f;control;L2;sentmed;tk;can't come;U;heter;antpost;pair;after;control2;
elisa;f;test;L2;words;pp;tap pan;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;words;tp;that pan;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;words;kp;black pan;U;heter;postant;pair;before;test1;
elisa;f;test;L2;words;pt;tap tap;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;words;tt;that tap;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;words;kt;black tap;U;heter;postant;pair;before;test1;
elisa;f;test;L2;words;pk;lap cat;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;words;tk;that cat;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;words;kk;black cat;U;hom;postbis;pair;before;test1;
elisa;f;test;L2;words;p;a Trap;R;fin;ant;final;before;test1;
elisa;f;test;L2;words;t;A Mat;U;fin;ant;final;before;test1;
elisa;f;test;L2;words;k;A hack;R;fin;post;final;before;test1;
elisa;f;test;L2;words;p;A hip;R;fin;ant;final;before;test1;
elisa;f;test;L2;words;t;A hit;R;fin;ant;final;before;test1;
elisa;f;test;L2;words;k;A hick;R;fin;post;final;before;test1;
elisa;f;test;L2;words;p;A sap ;R;fin;ant;final;before;test1;
elisa;f;test;L2;words;t;A sat;R;fin;ant;final;before;test1;
elisa;f;test;L2;words;k;A sack;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;t;last night;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;tonight;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;alL right;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;things right;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;wanna fight;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;gonna fight;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;rat;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;sat;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;seat;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;met;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;p;rap;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;p;map;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;p;sip;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;p;clip;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;k;mac;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;k;pack;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;k;Nick;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;k;dick;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;t;done it;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;t;said that;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;k;they lack;R;fin;post;final;before;test1;
elisa;f;test;L2;sentfinal;p;to stop ;U;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;p;a mop ;R;fin;ant;final;before;test1;
elisa;f;test;L2;sentfinal;k;to pack;R;fin;post;final;before;test1;
elisa;f;test;L2;sentmed;tt;that table;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tt;that tree;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tp;that pun;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tp;that park;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tk;that customer;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;sentmed;tk;that cookie;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;sentmed;pp;stop playing;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;pt;stop talking;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;pt;stop telling;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;pk;stop cooking;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;sentmed;pk;stop caring;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;sentmed;kk;like cakes;U;hom;postbis;pair;before;test1;
elisa;f;test;L2;sentmed;kk;like cooking;U;hom;postbis;pair;before;test1;
elisa;f;test;L2;sentmed;kt;like talking;U;heter;postant;pair;before;test1;
elisa;f;test;L2;sentmed;kt;like teapots;U;heter;postant;pair;before;test1;
elisa;f;test;L2;sentmed;kp;like playing;U;heter;postant;pair;before;test1;
elisa;f;test;L2;sentmed;kp;like poker;U;heter;postant;pair;before;test1;
elisa;f;test;L2;sentmed;tt;can't talk;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tt;can't turn;U;hom;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tp;can't park;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tp;can't put;U;heter;antbis;pair;before;test1;
elisa;f;test;L2;sentmed;tk;can't cook;U;heter;antpost;pair;before;test1;
elisa;f;test;L2;sentmed;tk;can't come;U;heter;antpost;pair;before;test1;
estelle;f;control;L2;words;pp;tap pan;R;hom;antbis;pair;before;control1;
estelle;f;control;L2;words;tp;that pan;R;heter;antbis;pair;before;control1;
estelle;f;control;L2;words;kp;black pan;R;heter;postant;pair;before;control1;
estelle;f;control;L2;words;pt;tap tap;U;heter;antbis;pair;before;control1;
estelle;f;control;L2;words;tt;that tap;R;hom;antbis;pair;before;control1;
estelle;f;control;L2;words;kt;black tap;R;heter;postant;pair;before;control1;
estelle;f;control;L2;words;pk;lap cat;R;heter;antpost;pair;before;control1;
estelle;f;control;L2;words;tk;that cat;R;heter;antpost;pair;before;control1;
estelle;f;control;L2;words;kk;black cat;U;hom;postbis;pair;before;control1;
estelle;f;control;L2;words;p;a trap ;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;a mat;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;k;a hack;R;fin;post;final;before;control1;
estelle;f;control;L2;words;p;a hip ;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;a hit;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;k;a hick ;R;fin;post;final;before;control1;
estelle;f;control;L2;words;p;a sap;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;a sat;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;k;a sack;R;fin;post;final;before;control1;
estelle;f;control;L2;words;t;last night;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;tonight;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;alright;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;things right;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;wanna fight;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;gonna fight;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;t;rat;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;t;sat;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;t;seat;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;t;met;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;p;rap;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;p;map;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;p;sip;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;p;clip;R;fin;ant;final;before;control1;
estelle;f;control;L2;sentfinal;k;mac;R;fin;post;final;before;control1;
estelle;f;control;L2;sentfinal;k;pack;R;fin;post;final;before;control1;
estelle;f;control;L2;sentfinal;k;nick;R;fin;post;final;before;control1;
estelle;f;control;L2;sentfinal;k;dick;R;fin;post;final;before;control1;
estelle;f;control;L2;words;t;done it ;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;t;said that ;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;k;they lack;R;fin;post;final;before;control1;
estelle;f;control;L2;words;p;to stop;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;p;a mop;R;fin;ant;final;before;control1;
estelle;f;control;L2;words;k;to pack;R;fin;post;final;before;control1;
estelle;f;control;L2;sentmed;tt;that table;U;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tt;that tree;U;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tp;that pun;U;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tp;that park;U;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tk;that customer;R;heter;antpost;pair;before;control1;
estelle;f;control;L2;sentmed;tk;that cookie;R;heter;antpost;pair;before;control1;
estelle;f;control;L2;sentmed;pp;stop playing;U;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;pt;stop talking ;U;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;pt;stop telling;R;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;pk;stop cooking ;U;heter;antpost;pair;before;control1;
estelle;f;control;L2;sentmed;pk;stop caring;U;heter;antpost;pair;before;control1;
estelle;f;control;L2;sentmed;kk;like cakes;U;hom;postbis;pair;before;control1;
estelle;f;control;L2;sentmed;kk;like cooking;U;hom;postbis;pair;before;control1;
estelle;f;control;L2;sentmed;kt;like talking ;U;heter;postant;pair;before;control1;
estelle;f;control;L2;sentmed;kt;like teapots;U;heter;postant;pair;before;control1;
estelle;f;control;L2;sentmed;kp;like playing;U;heter;postant;pair;before;control1;
estelle;f;control;L2;sentmed;kp;like poker;R;heter;postant;pair;before;control1;
estelle;f;control;L2;sentmed;tt;can't talk;R;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tt;can't turn;U;hom;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tp;can't park;R;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tp;can't put;R;heter;antbis;pair;before;control1;
estelle;f;control;L2;sentmed;tk;can't cook;U;heter;antpost;pair;before;control1;
estelle;f;control;L2;sentmed;tk;can't come;R;heter;antpost;pair;before;control1;
estelle;f;control;L2;words;pp;tap pan;R;hom;antbis;pair;after;control2;
estelle;f;control;L2;words;tp;that pan;R;heter;antbis;pair;after;control2;
estelle;f;control;L2;words;kp;black pan;U;heter;postant;pair;after;control2;
estelle;f;control;L2;words;pt;tap tap;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;words;tt;that tap;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;words;kt;black tap;R;heter;postant;pair;after;control2;
estelle;f;control;L2;words;pk;lap cat;U;heter;antpost;pair;after;control2;
estelle;f;control;L2;words;tk;that cat;R;heter;antpost;pair;after;control2;
estelle;f;control;L2;words;kk;black cat;U;hom;postbis;pair;after;control2;
estelle;f;control;L2;words;p;a trap ;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;a mat;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;k;a hack;R;fin;post;final;after;control2;
estelle;f;control;L2;words;p;a hip ;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;a hit;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;k;a hick ;R;fin;post;final;after;control2;
estelle;f;control;L2;words;p;a sap;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;a sat;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;k;a sack;R;fin;post;final;after;control2;
estelle;f;control;L2;words;t;last night;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;tonight;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;alright;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;things right;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;wanna fight;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;gonna fight;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;t;rat;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;t;sat;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;t;seat;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;t;met;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;p;rap;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;p;map;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;p;sip;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;p;clip;R;fin;ant;final;after;control2;
estelle;f;control;L2;sentfinal;k;mac;R;fin;post;final;after;control2;
estelle;f;control;L2;sentfinal;k;pack;R;fin;post;final;after;control2;
estelle;f;control;L2;sentfinal;k;nick;R;fin;post;final;after;control2;
estelle;f;control;L2;sentfinal;k;dick;R;fin;post;final;after;control2;
estelle;f;control;L2;words;t;done it ;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;t;said that ;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;k;they lack;R;fin;post;final;after;control2;
estelle;f;control;L2;words;p;to stop;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;p;a mop;R;fin;ant;final;after;control2;
estelle;f;control;L2;words;k;to pack;R;fin;post;final;after;control2;
estelle;f;control;L2;sentmed;tt;that table;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tt;that tree;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tp;that pun;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tp;that park;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tk;that customer;U;heter;antpost;pair;after;control2;
estelle;f;control;L2;sentmed;tk;that cookie;U;heter;antpost;pair;after;control2;
estelle;f;control;L2;sentmed;pp;stop playing;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;pp;stop pushing;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;pt;stop talking ;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;pt;stop telling;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;pk;stop cooking ;U;heter;antpost;pair;after;control2;
estelle;f;control;L2;sentmed;pk;stop caring;U;heter;antpost;pair;after;control2;
estelle;f;control;L2;sentmed;kk;like cakes;U;hom;postbis;pair;after;control2;
estelle;f;control;L2;sentmed;kk;like cooking;U;hom;postbis;pair;after;control2;
estelle;f;control;L2;sentmed;kt;like talking ;U;heter;postant;pair;after;control2;
estelle;f;control;L2;sentmed;kt;like teapots;U;heter;postant;pair;after;control2;
estelle;f;control;L2;sentmed;kp;like playing;U;heter;postant;pair;after;control2;
estelle;f;control;L2;sentmed;kp;like poker;U;heter;postant;pair;after;control2;
estelle;f;control;L2;sentmed;tt;can't talk;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tt;can't turn;U;hom;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tp;can't park;U;heter;antbis;pair;after;control2;
estelle;f;control;L2;sentmed;tp;can't put;U;heter;antbis;pair;after;control2;
